yb_1,er_1,yb_2,er_2,radius,UV,VIS,BLUE,GREEN,RED,TOTAL,ABSORPTION,qe
0.623,0.14,0.0,0.247,21.0,524.99939,2393.747027,187.499734,1012.498758,1112.498627,3237.496008,8931.239192,0.00318
0.552,0.059,0.0,0.0,21.0,3562.498687,6743.747484,937.499629,1962.499294,3174.998828,10737.496039,23293.741253,0.016922
0.526,0.038,0.19,0.25,21.0,93.749892,481.249341,43.749945,218.749678,187.499762,612.499126,8487.487366,0.000342
0.822,0.066,0.0,0.0,21.0,5606.248436,9199.997461,1481.249569,2374.999398,4174.998823,15368.74575,33637.490762,0.016293
0.836,0.164,0.0,0.0,21.0,3699.999097,9524.997489,1199.999682,2693.749346,4968.748601,13693.746465,20387.494774,0.013121
0.891,0.109,0.0,0.0,21.0,4687.498604,10431.246934,1256.249658,2756.24918,5362.498405,15649.995343,28612.491588,0.014624
0.774,0.226,0.345,0.0,21.0,1656.24949,6331.248083,543.749849,1706.249456,3743.748893,8487.497364,28606.241479,0.003248
0.694,0.306,0.0,0.0,21.0,2068.748974,7481.24623,649.999628,2193.748926,4224.997882,10143.744827,11924.993971,0.010872
0.6,0.4,0.617,0.0,21.0,843.74973,4743.748576,293.749912,1218.749622,3018.749093,5931.248198,26181.241722,0.001581
1.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,186874.975266,0.0
0.682,0.318,0.661,0.0,21.0,737.499865,4106.249279,306.24994,1112.499797,2537.499574,5187.499085,29237.494913,0.001284
0.641,0.359,0.012,0.214,21.0,581.249302,3618.746514,256.249796,1281.248677,1993.74814,4618.745261,8099.991654,0.004091
0.734,0.266,0.0,0.284,21.0,499.999793,2974.998354,231.249905,956.249379,1699.999094,3756.248004,8799.994744,0.003063
0.683,0.085,0.0,0.0,21.0,3993.748864,8043.747832,962.499764,2331.249357,3987.49891,12418.746577,23581.24337,0.015304
0.831,0.169,0.498,0.0,21.0,993.749721,3924.99883,362.499886,1062.499686,2299.999319,5162.498481,32018.74065,0.001514
0.3,0.33,0.169,0.0,21.0,874.999027,4531.245291,262.499734,1556.248417,2474.997377,5762.493859,12887.486295,0.004685
