yb_1,er_1,tm_1,yb_2,er_2,tm_2,radius,UV,VIS,BLUE,GREEN,RED,TOTAL,ABSORPTION,qe
0.849,0.151,0.0,0.0,0.0,0.0,23.0,4112.499336,10681.248259,1318.749791,3162.499469,5374.999148,15512.497521,27756.245482,0.010633
0.801,0.182,0.017,0.044,0.0,0.0,23.0,2712.498861,8474.996266,849.999636,2124.999033,4893.747852,12056.244706,23293.74015,0.007551
1.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,234349.980212,0.0
0.641,0.359,0.0,0.0,0.0,0.0,23.0,1599.999295,6962.49695,549.999759,1968.749135,4056.248265,9049.996054,12624.994371,0.007387
0.701,0.299,0.0,0.149,0.0,0.334,23.0,543.749714,2987.498313,281.249807,906.249546,1699.999027,3774.997764,14368.740879,0.001927
0.883,0.117,0.0,0.32,0.0,0.0,23.0,1831.249722,6049.998971,693.749901,1524.999727,3381.249413,8156.248652,39593.743105,0.002859
0.6,0.025,0.02,0.0,0.0,0.0,23.0,4418.747867,6656.246909,1537.499264,1806.249184,2706.248736,12899.993904,38106.231986,0.014023
0.658,0.124,0.218,0.0,0.243,0.0,23.0,31.249976,1368.749087,68.749959,112.499952,1187.499176,2074.998623,4718.747081,0.001482
0.898,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,211443.723324,0.0
0.68,0.067,0.126,0.0,0.0,0.0,23.0,499.999678,2843.748212,249.999799,381.249698,2131.248765,5212.496723,10924.993426,0.004275
0.636,0.261,0.103,0.116,0.0,0.0,23.0,481.249562,4518.745456,187.499794,806.249211,3424.996551,5906.244158,10656.238802,0.003478
0.495,0.055,0.0,0.0,0.0,0.228,23.0,1399.999198,3418.747438,362.499694,1162.499045,1599.998914,5068.746418,19137.485808,0.006111
0.845,0.073,0.082,0.425,0.0,0.0,23.0,656.249822,3318.749125,462.499871,487.499847,2281.249441,5743.748535,28849.992705,0.00175
0.714,0.259,0.021,0.089,0.357,0.0,23.0,256.24985,1956.248873,137.49993,587.499656,1174.999342,2468.7486,8656.244944,0.001238
0.868,0.087,0.045,0.0,0.0,0.0,23.0,2837.499372,7687.49828,1037.499778,1956.24958,4212.499041,12562.49723,26393.744106,0.00845
0.442,0.016,0.1,0.0,0.0,0.0,23.0,618.749537,2031.248342,224.999826,399.999728,1381.248807,4674.996156,12449.990168,0.006174
0.603,0.397,0.0,0.0,0.0,0.0,23.0,1187.499335,6756.246292,574.999747,1799.99903,4124.997667,8593.745319,11199.994177,0.007338
0.637,0.218,0.0,0.0,0.0,0.324,23.0,706.249697,3112.498577,318.749859,1043.749538,1618.749232,4281.248106,12824.994337,0.003638
0.484,0.407,0.109,0.0,0.0,0.0,23.0,199.99977,2624.997575,62.499979,312.499704,2181.247951,3293.746901,3931.246128,0.003321
0.632,0.042,0.0,0.0,0.248,0.0,23.0,337.499729,1412.498984,156.249893,568.749597,624.999519,1912.498571,15324.988422,0.001489
0.598,0.161,0.0,0.0,0.0,0.0,23.0,2318.749097,7199.997094,718.749711,2181.249128,3899.998397,10043.745978,17518.742679,0.009497
0.661,0.187,0.126,0.0,0.0,0.0,23.0,293.749745,3293.747637,181.249894,468.749695,2593.748107,4649.9965,7412.494536,0.00376
0.833,0.167,0.0,0.608,0.0,0.0,23.0,699.999813,3256.249007,331.249894,906.249717,1862.499434,4143.748754,32687.490248,0.001021
