yb_1,er_1,tm_1,yb_2,er_2,tm_2,radius,UV,VIS,BLUE,GREEN,RED,TOTAL,ABSORPTION,qe,radRate
0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.999998176728905,1649.999925570516,24.999999383656878,499.9999819470828,1074.9999456224223,1674.999923747245,1049.9999386279528,0.00036135351415783964,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.9999518383516,5574.99898997645,74.99998312303484,2249.9995868504557,3199.99942838525,5799.998950197093,199.99996372028343,0.037419354697666045,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4143.749512233994,59299.99308379238,1331.2498388560111,30662.496400073203,25518.7470553892,62693.74268792033,2643.749681475421,0.017100326129958134,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5256.249966577311,58437.4996234206,1706.2499897175712,22731.249853076133,32031.249793670027,62481.24959798166,17137.49988778657,0.0016960738189735524,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1349.9999587429124,29399.99901919449,499.9999834793511,6074.999813843054,22274.999243020477,30349.99899187993,3999.999872221248,0.004939014958204508,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,949.999994955309,35468.74981580602,699.9999957110771,14443.749925523996,18343.749904915614,36106.24981227347,31556.24983133471,0.0005815406105512778,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.99989630553205,11774.996900263961,474.9998904138838,2549.9993355024603,8524.997751152834,11974.996846248256,1999.9994369779442,0.0020622018820387823,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.74999530100237,12787.499709542675,418.7499882490875,6962.499840021372,4749.999896558185,12949.999706724633,11356.2497466492,0.00039170396697360706,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2699.999998943549,74.99999996630504,1274.9999994865339,1174.9999995497008,2699.999998943549,13549.999994382999,4.229954422304279e-05,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,543.7498594468494,10962.497011785712,149.99994245719424,3843.748947197751,6774.998176197523,11387.496901977307,3881.2489506378165,0.022765040182702242,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.9996429236385,11887.493299094309,143.74993822979363,3618.748009500718,7937.495474261669,12274.99306491582,268.7498738126611,0.03889262963330624,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666537150738,4824.999933555941,108.33333202599466,2199.9999703785184,2191.6666364487987,4874.999932739656,4999.99993380349,0.0002686173644135148,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,974.9998992317825,17481.248109421827,443.74995722859074,6924.999246980507,9562.498958040744,18212.49803303316,2312.4997418279004,0.005259927786096485,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,618.749993097591,22031.249753561282,331.2499960547178,6387.499931291806,14762.499832153531,22443.74974918824,12312.499859167745,0.0008864460402210006,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.4995315029046,18062.487967416633,274.9997853571773,8224.994543930652,9343.743773483095,18556.237634273817,506.2496712717049,0.04913610470199691,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4624.999853971789,37974.99880599596,1949.9999308084791,7299.999772940088,27299.999143600984,41349.99869564898,1124.9999681723627,0.015315098421918034,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1062.499990454668,28781.249736903483,437.49999662301445,9837.49991175463,17418.74983781165,29556.249729858504,10862.49990010636,0.0013945491970802299,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.99999884307528,7524.999936079322,74.99999943318635,2774.999977784318,4349.999961777926,7649.9999354310785,6949.999947421342,0.0003617508741529248,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.99999958074588,3274.999879874023,49.99999762297814,824.9999708746755,2349.999913753391,3299.9998794547687,3349.9998885603736,0.00023581155741127062,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.24887610228323,2443.728722994924,37.49952757584445,718.7439817117329,1662.4852787355835,2524.977664125444,81.24911020474748,0.03670726104769371,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1449.999970446139,44924.99899931027,349.9999901494019,14774.999681763973,28099.99936597115,45924.998979525306,15899.999651938586,0.004439203216098815,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.99999952741976,0.0,99.99999967802859,49.99999984939116,149.99999952741976,1099.999995589747,1.8960880544390517e-05,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,849.9990113549585,14149.98530365722,224.9997998280514,1774.998206547537,11774.98764158384,14624.984659314387,674.9993010290041,0.02452007755575059,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,843.7499848922038,19106.249642067025,474.9999904639867,5112.4999021725425,13243.74975448389,19706.24963139317,3193.749939405618,0.002903015527240428,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.249999224512457,3156.249911602501,43.749998779915046,1556.2499583941028,1306.2499603257045,3162.4999113510235,3712.499884208208,0.0004344059843433237,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,649.9999558951753,23674.99853601,424.9999702941043,13299.999197178196,8974.999430516249,24224.99849800793,6174.999618581669,0.00202240296347403,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.9999530062655,10512.498883205624,218.74997876608748,3837.499587188921,6287.499334299241,10799.998850126472,1549.9998305311904,0.002356862862317769,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5599.9999705927985,102824.99946349264,1549.999991304896,13274.999927629535,85749.99955736854,106274.99944627538,7949.999960623148,0.006997864918469996,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.99997494726222,10649.998694843325,274.9999689051285,2299.9997700995095,8024.998955866343,10824.998669818246,874.9998749406884,0.004752288376494308,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2699.999380039108,49899.988794333905,1074.9997438043058,8599.998136464428,39374.991156299584,51749.98841660743,2299.999413496039,0.026967170608563955,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.99987318445613,8849.997520555811,274.9999307613873,2124.9993648244067,6299.998268381643,9149.997433482851,1449.9995911264673,0.003126147754106095,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.24999880909422,11793.749928785266,249.9999985375287,5449.999966714758,5562.499966566885,11956.249927783763,14637.499913778905,0.00025005947568206005,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7224.999673429314,125249.99425018618,1949.9999140041768,16649.999219913036,103699.99525039212,129549.99405510101,7824.999615097297,0.0242462241141222,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.74999492779196,11087.49973985553,156.24999789406039,6143.74985460376,3868.7499098674884,11224.999735678635,12099.99971434414,0.0008321938549011776,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99999611313152,6974.999586786562,24.999997266833414,3949.9997639756466,2324.9998588844737,7024.999584028142,4374.999728954671,0.0068084900269396705,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.49999037941663,3618.7495158093143,12.499999869022927,2099.9997145617817,1224.999833320227,3687.499510492795,2518.749643757893,0.0025332978219300174,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1099.9999395286748,24424.99864281068,574.9999653897547,6099.999669161417,16924.99905400036,25124.998605557026,6199.999651646616,0.0023707303282854246,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1949.999922010217,38324.9986580593,524.9999831664487,6874.999753651256,30174.99895579381,39674.99860775863,3799.999858213838,0.00531192052490803,0.0
