yb_1,er_1,tm_1,yb_2,er_2,tm_2,radius,UV,VIS,BLUE,GREEN,RED,TOTAL,ABSORPTION,qe
0.886,0.08,0.034,0.08,0.0,0.151,23.0,1481.249629,4337.498921,518.749856,1274.999731,2337.499386,6881.248286,28274.993066,0.00371
0.625,0.305,0.07,0.007,0.0,0.0,23.0,562.499538,4562.496363,249.99983,837.499328,3349.997303,5812.495356,8456.243587,0.004721
0.913,0.087,0.0,0.109,0.102,0.0,23.0,1131.249576,4131.248582,493.749803,1293.749541,2124.999298,5631.247995,27862.489988,0.002666
0.73,0.27,0.0,0.051,0.18,0.0,23.0,937.499525,4106.247732,312.499835,1281.24932,2293.748707,5387.497068,13524.992235,0.003148
0.521,0.166,0.0,0.0,0.0,0.0,23.0,1787.498994,6374.996443,637.499661,2056.248839,3274.998177,8731.245136,14412.491994,0.00936
0.521,0.403,0.076,0.0,0.0,0.0,23.0,243.749676,3624.995026,137.49984,437.499283,2968.745976,4406.243806,5018.742936,0.004186
0.335,0.296,0.0,0.0,0.0,0.0,23.0,649.999242,3756.245825,268.74962,1262.498629,2068.747763,4756.244697,6912.492104,0.007083
0.891,0.08,0.029,0.0,0.0,0.0,23.0,4187.499069,9087.497842,1437.499667,2456.249422,4624.998884,15274.99644,34049.99198,0.01023
0.765,0.082,0.0,0.0,0.0,0.0,23.0,5124.999253,10506.248494,1406.249795,2949.999575,5043.749293,16237.497654,35556.244762,0.012971
0.802,0.198,0.0,0.0,0.105,0.0,23.0,1399.999513,5756.248123,556.249829,1787.499437,3156.248933,7843.747405,18731.243866,0.005161
0.917,0.083,0.0,0.0,0.0,0.0,23.0,6487.498998,12437.498169,1706.249762,3281.249513,6268.749077,19668.74706,43831.24347,0.013191
0.912,0.088,0.0,0.078,0.0,0.0,23.0,4956.249146,10381.248209,1543.74977,2724.999502,5162.499074,15912.497224,45012.492004,0.008738
0.923,0.077,0.0,0.0,0.0,0.0,23.0,5818.748646,11856.24727,1731.249563,3106.249272,5606.248766,18262.495744,46406.2392,0.012287
,,,,,,,,,,,,,,
