yb_1,er_1,tm_1,yb_2,er_2,tm_2,radius,UV,VIS,BLUE,GREEN,RED,TOTAL,ABSORPTION,qe
0.517,0.245,0.0,0.0,0.0,0.0,25.0,1087.499605,4918.74785,524.999806,1693.749264,2524.998846,6443.747211,13887.493571,0.005043
0.84,0.16,0.0,0.018,0.06,0.0,25.0,1862.499667,7093.74868,737.499852,2262.499546,3699.99936,9443.74827,26674.994981,0.004585
0.788,0.168,0.0,0.086,0.0,0.0,25.0,2868.749482,8574.998417,831.249846,2524.999539,4706.249126,11943.747818,31849.994132,0.005595
0.851,0.149,0.0,0.0,0.0,0.0,25.0,3706.249693,10199.999134,1131.249898,3056.249746,5331.249549,14668.748771,33906.247163,0.007558
0.832,0.168,0.0,0.0,0.0,0.0,25.0,3074.999342,9912.497586,1174.999732,2924.999279,5231.248701,13749.996719,30968.742482,0.007158
0.525,0.475,0.0,0.534,0.0,0.049,25.0,499.999786,3656.248138,318.749819,968.749561,2256.248799,4524.997727,18037.491093,0.001337
0.855,0.145,0.0,0.0,0.0,0.0,25.0,3812.498942,10593.747203,1337.499659,3181.249236,5331.248509,15118.745954,33693.74072,0.007772
0.524,0.476,0.0,0.206,0.0,0.439,25.0,268.74978,1981.248591,162.499893,724.9995,1024.999271,2537.49822,10587.492995,0.001162
0.628,0.372,0.0,0.424,0.0,0.0,25.0,793.749792,5262.498593,374.999904,1481.249631,3256.249101,6531.248261,21031.244569,0.002073
0.872,0.128,0.0,0.0,0.0,0.0,25.0,4324.99906,11174.997579,1468.749685,3306.249254,5556.248808,16218.746491,38037.491623,0.008267
0.805,0.122,0.0,0.0,0.0,0.0,25.0,4031.249168,10293.747992,1262.499781,3368.749309,4899.999062,14906.246994,36199.992463,0.008209
0.852,0.126,0.022,0.0,0.0,0.0,25.0,2687.499614,8768.748671,1187.499819,2231.249647,4843.74928,12656.248117,31062.495476,0.006482
0.875,0.125,0.0,0.044,0.0,0.0,25.0,4287.498743,10906.246669,1424.999585,3337.49897,5249.998369,15681.245283,40462.488068,0.007367
0.878,0.122,0.0,0.0,0.0,0.068,25.0,3193.74925,8974.998003,1024.999762,2674.999418,4656.248967,12618.747159,36112.491921,0.006352
0.842,0.13,0.0,0.038,0.0,0.0,25.0,3974.999369,10056.248315,1156.24978,2718.749557,5493.749111,14631.24759,38024.993651,0.007171
0.884,0.116,0.0,0.0,0.0,0.0,25.0,4712.499524,11681.248807,1443.749858,3543.749645,5849.999392,17212.498253,41587.495772,0.008713
0.896,0.104,0.0,0.0,0.0,0.0,25.0,4712.499312,10749.998535,1537.49979,2987.499583,5293.749294,16137.49773,43887.49386,0.008129
0.896,0.104,0.0,0.079,0.0,0.0,25.0,4074.998979,9718.747593,1318.749665,2843.749307,4762.498818,14431.246411,45499.9886,0.006342
0.893,0.107,0.0,0.0,0.026,0.0,25.0,3487.499437,9356.248482,1356.249777,2943.749524,4412.499281,13474.99781,40431.243489,0.006688
0.89,0.11,0.0,0.0,0.0,0.0,25.0,4549.999553,10381.249072,1381.249874,3024.999716,5099.999572,15606.248562,43106.246014,0.007877
0.011,0.491,0.0,0.2,0.0,0.0,25.0,0.0,524.998123,12.499983,99.999593,412.498547,574.997968,4293.734224,0.0006
0.842,0.103,0.0,0.0,0.0,0.0,25.0,4724.999093,11112.49778,1362.499737,3074.999382,5706.248846,16681.246724,41499.99169,0.008946
0.735,0.098,0.0,0.0,0.0,0.0,25.0,4343.749137,9906.247856,1137.499739,3074.999285,4856.249005,14918.746844,36874.992075,0.009136
