yb_1,er_1,yb_2,er_2,radius,UV,VIS,BLUE,GREEN,RED,TOTAL,ABSORPTION,qe
0.645,0.355,0.349,0.0,13.0,1031.249578,3881.248454,387.499841,924.999603,2368.74907,5156.247942,24243.73932,0.002364
0.494,0.506,0.801,0.0,13.0,443.749925,2556.249446,137.499972,543.749882,1756.24961,3168.749334,34224.992525,0.000674
0.657,0.343,1.0,0.0,13.0,274.999954,1593.749762,118.749977,312.499952,1099.999848,1981.249707,39849.994118,0.000337
0.229,0.771,0.732,0.0,13.0,562.499889,3337.499289,256.249928,824.999809,2137.499575,4137.499127,29581.24362,0.000977
0.051,0.949,0.845,0.0,13.0,568.749914,3012.499508,181.249966,774.999883,1906.24969,3793.749393,32456.244536,0.000789
0.793,0.207,0.054,0.0,19.0,3156.24869,8662.496511,893.749666,2349.998982,4768.748117,12331.245028,18687.492141,0.011538
0.698,0.302,0.346,0.0,19.0,1374.999224,6349.996546,524.999715,1643.749138,3906.247832,8287.495418,24643.73649,0.003387
0.816,0.184,0.46,0.0,19.0,837.499635,4362.497798,337.49979,1131.249377,2687.498762,5418.747332,31912.484706,0.001746
0.75,0.25,0.0,0.192,19.0,843.749275,3749.996648,274.999761,1324.99884,2037.498122,5106.245511,8593.742257,0.005256
0.461,0.206,0.072,0.0,19.0,1816.665009,5983.327945,566.666175,1908.331645,3158.330458,8341.659152,12641.654813,0.009995
0.797,0.203,0.0,0.0,21.0,3106.248559,8837.495862,974.999516,2449.998879,4893.747679,12556.244078,18124.991448,0.012345
0.899,0.101,0.0,0.0,21.0,5037.49906,9837.498166,1399.999743,2706.249521,4856.249075,15362.497136,29387.49465,0.014368
0.378,0.111,0.0,0.0,21.0,1787.497688,4556.243851,437.499503,1606.247849,2099.9972,6531.241449,11049.986853,0.013731
0.877,0.123,0.0,0.24,21.0,862.499781,3393.749134,356.249909,1243.749662,1581.249603,4424.99884,14637.496203,0.003341
0.875,0.125,0.433,0.0,21.0,943.749763,3849.999015,456.24986,849.999815,2362.49939,4974.998733,35106.24089,0.001591
0.74,0.14,0.0,0.089,21.0,1887.499365,5431.248201,587.499797,1737.499431,2718.749109,7799.997401,16187.494351,0.007709
1.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,186874.975266,0.0
0.872,0.128,0.0,0.0,19.0,4512.498649,9118.747226,1124.999672,2387.499279,4593.748565,13787.495839,20793.743901,0.016142
0.839,0.161,0.0,0.0,23.0,3531.249456,10568.748339,1231.249804,2937.499544,5631.249115,14743.747697,26981.245859,0.010167
0.744,0.256,0.0,0.0,23.0,2456.24882,8899.996064,887.499617,2762.498828,4737.497863,11974.994625,17731.241915,0.00886
0.774,0.226,0.505,0.0,23.0,1156.249762,5193.748973,443.749915,1543.749699,2974.999398,6737.498649,31199.993735,0.001909
0.215,0.204,0.0,0.0,23.0,412.497432,2399.988436,112.499621,943.745569,1256.243868,3106.23481,5056.221063,0.00715
0.705,0.295,0.0,0.0,21.0,2106.249237,8062.496938,787.499681,2237.499118,4599.998282,10768.745937,12624.994858,0.01144
0.766,0.234,0.0,0.281,23.0,543.749487,3131.247507,243.749818,1074.999129,1706.248656,4018.746753,11849.990433,0.002474
0.772,0.228,0.0,0.0,25.0,2287.4993,9006.247196,912.499708,2587.499173,4993.748483,11943.746341,23574.992906,0.006502
0.678,0.322,0.249,0.0,25.0,1349.999418,5987.497451,643.749707,1743.749257,3356.248589,7962.49656,21637.490486,0.003063
